Reading 1, 
0,0.247152
0,0.247148
0,0.247145
0,0.24714
0,0.247135
0,0.247132
0,0.247123
0,0.247118
0,0.247113
0,0.2471
0,0.247086
0,0.247078
0,0.24706
0,0.247041
0,0.247031
0,0.247009
0,0.246985
0,0.246972
0,0.246948
0,0.246925
0,0.246915
0,0.246896
0,0.246879
0,0.246865
0,0.246858
0,0.246847
0,0.246842
0,0.246833
0,0.24683
0,0.246824
0,0.246822
0,0.246819
0,0.246817
0,0.246815
0,0.246814
0,0.246812
0,0.246809
0,0.246808
0,0.246805
0,0.246802
0,0.246798
0,0.246797
0,0.246793
0,0.24679
0,0.246786
0,0.246784
0,0.24678
0,0.246778
0,0.246776
0,0.246771
0,0.246769
0,0.246765
0,0.24676
0,0.246755
0,0.246752
0,0.246747
0,0.246742
0,0.246737
0,0.246734
0,0.246729
0,0.246723
0,0.246716
0,0.246712
0,0.246702
0,0.24669
0,0.246684
0,0.246669
0,0.246652
0,0.246633
0,0.246623
0,0.246601
0,0.246578
0,0.246565
0,0.246539
0,0.246514
0,0.24649
0,0.246479
0,0.246459
0,0.246441
0,0.246433
0,0.246418
0,0.246412
0,0.2464
0,0.246395
0,0.246391
0,0.246383
0,0.24638
0,0.246375
0,0.246373
0,0.246371
0,0.246368
0,0.246365
0,0.246363
0,0.246361
0,0.246357
0,0.246355
0,0.24635
0,0.246348
0,0.246343
0,0.246338
0,0.246333
0,0.246331
0,0.246325
0,0.246323
0,0.246318
0,0.246315
0,0.246309
0,0.246306
0,0.246303
0,0.246298
0,0.246295
0,0.246289
0,0.246286
0,0.246283
0,0.24628
0,0.246273
0,0.24627
0,0.246267
0,0.246258
0,0.246253
0,0.246242
0,0.246236
0,0.246221
0,0.246204
0,0.246186
0,0.246176
0,0.246155
0,0.246144
0,0.24612
0,0.246107
0,0.246082
0,0.246071
0,0.24606
0,0.24604
0,0.246031
0,0.246014
0,0.246007
0,0.246
0,0.245993
0,0.245981
0,0.245977
0,0.245972
0,0.245968
0,0.245962
0,0.245959
0,0.245953
0,0.24595
0,0.245944
0,0.245941
0,0.245935
0,0.245932
0,0.245926
0,0.245923
0,0.24592
0,0.245914
0,0.24591
0,0.245904
0,0.245901
0,0.245897
0,0.24589
0,0.245884
0,0.24588
0,0.245873
0,0.245866
0,0.245859
0,0.245855
0,0.245848
0,0.245841
0,0.245834
0,0.24583
0,0.245822
0,0.245815
0,0.245807
0,0.245803
0,0.245792
0,0.245779
0,0.245772
0,0.245757
0,0.245739
0,0.245719
0,0.245709
0,0.245687
0,0.245675
0,0.24565
0,0.245637
0,0.245609
0,0.245582
0,0.245569
0,0.245546
0,0.245524
0,0.245505
0,0.245496
0,0.24548
0,0.245467
0,0.245461
0,0.24545
0,0.245441
0,0.245435
0,0.245432
0,0.245428
0,0.245425
0,0.245424
0,0.245421
0,0.245418
0,0.245416
0,0.245412
0,0.245411
0,0.245407
0,0.245403
0,0.245401
0,0.245397
0,0.245395
0,0.245391
0,0.245386
0,0.245382
0,0.245379
0,0.245375
0,0.24537
0,0.245365
0,0.245362
0,0.245357
0,0.245352
0,0.24535
0,0.245344
0,0.245341
0,0.245336
0,0.245333
0,0.245327
0,0.245325
0,0.245318
0,0.245314
0,0.245304
0,0.245292
0,0.245278
0,0.24527
0,0.245253
0,0.245234
0,0.245225
0,0.245203
0,0.24518
0,0.245167
0,0.245142
0,0.245116
0,0.245104
0,0.245082
0,0.245071
0,0.245053
0,0.245044
0,0.245029
0,0.245022
0,0.245009
0,0.245004
0,0.244995
0,0.244987
0,0.244982
0,0.24498
0,0.244977
0,0.244973
0,0.244971
0,0.244967
0,0.244964
0,0.244962
0,0.244957
0,0.244953
0,0.244951
0,0.244947
0,0.244942
0,0.24494
0,0.244935
0,0.244933
0,0.244928
0,0.244925
0,0.244923
0,0.244917
0,0.244915
0,0.24491
0,0.244904
0,0.244899
0,0.244896
0,0.244891
0,0.244885
0,0.244882
0,0.244876
0,0.24487
0,0.244867
0,0.24486
0,0.244856
0,0.244846
0,0.244834
0,0.244827
0,0.244812
0,0.244803
0,0.244786
0,0.244776
0,0.244755
0,0.244744
0,0.244721
0,0.244708
0,0.244684
0,0.244663
0,0.244643
0,0.244634
0,0.244618
0,0.244604
0,0.244592
0,0.244587
0,0.244578
0,0.244571
0,0.244568
0,0.244565
0,0.244563
0,0.244562
0,0.244562
0,0.244562
0,0.244561
0,0.244561
0,0.24456
0,0.24456
0,0.244558
0,0.244558
0,0.244556
0,0.244555
0,0.244554
0,0.244552
0,0.244549
0,0.244549
0,0.244546
0,0.244544
0,0.244542
0,0.24454
0,0.244537
0,0.244536
0,0.244533
0,0.244531
0,0.244529
0,0.244526
0,0.244524
0,0.244521
0,0.244519
0,0.244517
0,0.244513
0,0.244511
0,0.244505
0,0.244501
0,0.244492
0,0.244487
0,0.244474
0,0.244468
0,0.24446
0,0.244444
0,0.244435
0,0.244416
0,0.244396
0,0.244384
0,0.244363
0,0.244353
0,0.244335
0,0.244319
0,0.244312
0,0.244299
0,0.244293
0,0.244284
0,0.244276
0,0.244272
0,0.244268
0,0.244266
0,0.244264
0,0.244264
0,0.244263
0,0.244263
0,0.244262
0,0.244262
0,0.244261
0,0.24426
0,0.244259
0,0.244259
0,0.244257
0,0.244255
0,0.244254
0,0.244252
0,0.244251
0,0.244249
0,0.244247
0,0.244245
0,0.244243
0,0.244241
0,0.244238
0,0.244235
0,0.244233
0,0.24423
0,0.244227
0,0.244225
0,0.244221
0,0.244219
0,0.244215
0,0.244213
0,0.244209
0,0.244204
0,0.244201
0,0.244192
0,0.244187
0,0.244176
0,0.244162
0,0.244155
0,0.244138
0,0.24412
0,0.24411
0,0.244089
0,0.244066
0,0.244054
0,0.24403
0,0.244009
0,0.243999
0,0.243981
0,0.243965
0,0.243958
0,0.243945
0,0.24394
0,0.24393
0,0.243926
0,0.24392
0,0.243915
0,0.243913
0,0.243912
0,0.243911
0,0.24391
0,0.243909
0,0.243908
0,0.243907
0,0.243905
0,0.243904
0,0.243902
0,0.243899
0,0.243898
0,0.243896
0,0.243893
0,0.243892
0,0.243889
0,0.243887
0,0.243884
0,0.243881
0,0.243879
0,0.243876
0,0.243872
0,0.24387
0,0.243866
0,0.243862
0,0.24386
0,0.243856
0,0.243854
0,0.243849
0,0.243845
0,0.243842
0,0.243836
0,0.243833
0,0.243824
0,0.243813
0,0.243807
0,0.243792
0,0.243785
0,0.243768
0,0.243749
0,0.243739
0,0.243717
0,0.243706
0,0.243682
0,0.243669
0,0.243646
0,0.243626
0,0.243617
0,0.243599
0,0.243584
0,0.243577
0,0.243565
0,0.24356
0,0.243551
0,0.243547
0,0.243541
0,0.243537
0,0.243536
0,0.243533
0,0.243532
0,0.24353
0,0.243527
0,0.243526
0,0.243523
0,0.243521
0,0.243518
0,0.243514
0,0.243513
0,0.243509
0,0.243507
0,0.243504
0,0.243502
0,0.243498
0,0.243495
0,0.243491
0,0.243489
0,0.243485
0,0.24348
0,0.243478
0,0.243473
0,0.243471
0,0.243466
0,0.243463
0,0.243458
0,0.243453
0,0.24345
0,0.243444
0,0.24344
0,0.24343
0,0.243419
0,0.243412
0,0.243398
0,0.24339
0,0.243372
0,0.243353
0,0.243342
0,0.24332
0,0.243308
0,0.243296
0,0.243284
0,0.243262
0,0.243251
0,0.243241
0,0.243232
0,0.243223
0,0.243207
0,0.2432
0,0.243193
0,0.243181
0,0.243176
0,0.243168
0,0.243161
0,0.243158
0,0.243154
0,0.243149
0,0.243146
0,0.243141
0,0.243136
0,0.243133
0,0.243128
0,0.243122
0,0.243119
0,0.243113
0,0.243111
0,0.243105
0,0.243102
0,0.243096
0,0.243093
0,0.243087
0,0.24308
0,0.243077
0,0.243071
0,0.243067
0,0.243061
0,0.243054
0,0.243051
0,0.243044
0,0.243037
0,0.243034
0,0.243027
0,0.24302
0,0.243015
0,0.243005
0,0.243
0,0.242986
0,0.242972
0,0.242963
0,0.242945
0,0.242925
0,0.242915
0,0.242892
0,0.242868
0,0.242855
0,0.242828
0,0.242814
0,0.242789
0,0.242766
0,0.242755
0,0.242735
0,0.242718
0,0.24271
0,0.242695
0,0.242689
0,0.242678
0,0.242669
0,0.242665
0,0.242659
0,0.242655
0,0.242653
0,0.24265
0,0.242646
0,0.242644
0,0.24264
0,0.242637
0,0.242635
0,0.242631
0,0.242629
0,0.242624
0,0.24262
0,0.242618
0,0.242613
0,0.242609
0,0.242606
0,0.242601
0,0.242596
0,0.242594
0,0.242588
0,0.242586
0,0.242581
0,0.242575
0,0.242573
0,0.242567
0,0.242561
0,0.242559
0,0.242553
0,0.24255
0,0.242543
0,0.242534
0,0.242529
0,0.242517
0,0.242503
0,0.242495
0,0.242478
0,0.242469
0,0.242449
0,0.242428
0,0.242417
0,0.242392
0,0.242367
0,0.242354
0,0.242332
0,0.242312
0,0.242303
0,0.242286
0,0.242278
0,0.242264
0,0.242253
0,0.242248
0,0.242239
0,0.242232
0,0.24223
0,0.242226
0,0.242225
0,0.242223
0,0.242223
0,0.24222
0,0.242219
0,0.242217
0,0.242216
0,0.242213
0,0.242212
0,0.242209
0,0.242206
0,0.242205
0,0.242201
0,0.2422
0,0.242196
0,0.242194
0,0.242191
0,0.242189
0,0.242185
0,0.242182
0,0.242179
0,0.242175
0,0.242173
0,0.242169
0,0.242167
0,0.242162
0,0.242158
0,0.242156
0,0.242151
0,0.242148
0,0.242141
0,0.242137
0,0.242127
0,0.242121
0,0.242108
0,0.242101
0,0.242085
0,0.242076
0,0.242057
0,0.242037
0,0.242026
0,0.242002
0,0.241991
0,0.241969
0,0.241959
0,0.24194
0,0.241932
0,0.241916
0,0.241909
0,0.241897
0,0.241887
0,0.241883
0,0.241875
0,0.241873
0,0.241869
0,0.241867
0,0.241866
0,0.241864
0,0.241863
0,0.241862
0,0.24186
0,0.241859
0,0.241857
0,0.241855
0,0.241854
0,0.241852
0,0.24185
0,0.241848
0,0.241845
0,0.241843
0,0.24184
0,0.241838
0,0.241835
0,0.241833
0,0.24183
0,0.241828
0,0.241824
0,0.241822
0,0.241818
0,0.241816
0,0.241812
0,0.24181
0,0.241808
0,0.241806
0,0.241801
0,0.241797
0,0.241788
0,0.241783
0,0.241771
0,0.241765
0,0.241758
0,0.241742
0,0.241733
0,0.241725
0,0.241705
0,0.241695
0,0.241672
0,0.241661
0,0.24164
0,0.241631
0,0.241613
0,0.241605
0,0.241591
0,0.241585
0,0.241573
0,0.241564
0,0.241561
0,0.241555
0,0.241552
0,0.241549
0,0.241548
0,0.241547
0,0.241546
0,0.241544
0,0.241543
0,0.241541
0,0.241539
0,0.241538
0,0.241536
0,0.241534
0,0.241531
0,0.24153
0,0.241527
0,0.241526
0,0.241523
0,0.241521
0,0.241517
0,0.241514
0,0.241512
0,0.241509
0,0.241507
0,0.241502
0,0.241501
0,0.241496
0,0.241494
0,0.24149
0,0.241488
0,0.241483
0,0.241478
0,0.241476
0,0.241469
0,0.241465
0,0.241455
0,0.241449
0,0.241436
0,0.241429
0,0.241413
0,0.241395
0,0.241386
0,0.241365
0,0.241354
0,0.241331
0,0.241319
0,0.241297
0,0.241286
0,0.241268
0,0.241259
0,0.241244
0,0.241237
0,0.241225
0,0.241219
0,0.24121
0,0.241203
0,0.2412
0,0.241196
0,0.241194
0,0.241192
0,0.241191
0,0.241188
0,0.241185
0,0.241184
0,0.241181
0,0.241179
0,0.241175
0,0.241174
0,0.24117
0,0.241169
0,0.241165
0,0.241163
0,0.241159
0,0.241157
0,0.241153
0,0.24115
0,0.241146
0,0.241142
0,0.241139
0,0.241134
0,0.241132
0,0.241127
0,0.241125
0,0.24112
0,0.241117
0,0.241112
0,0.241106
0,0.241103
0,0.241096
0,0.241091
0,0.241081
0,0.241075
0,0.241061
0,0.241054
0,0.241037
0,0.241028
0,0.241009
0,0.240987
0,0.240976
0,0.240952
0,0.24094
0,0.240917
0,0.240907
0,0.240888
0,0.240879
0,0.240863
0,0.240856
0,0.240843
0,0.240833
0,0.240828
0,0.24082
0,0.240817
0,0.240812
0,0.240811
0,0.240808
0,0.240806
0,0.240803
0,0.240801
0,0.240798
0,0.240794
0,0.240793
0,0.240789
0,0.240787
0,0.240783
0,0.240781
0,0.240777
0,0.240774
0,0.24077
0,0.240768
0,0.240763
0,0.240758
0,0.240756
0,0.240751
0,0.240749
0,0.240744
0,0.240741
0,0.240736
0,0.240733
0,0.240728
0,0.240725
0,0.24072
0,0.240713
0,0.24071
0,0.240701
0,0.240696
0,0.240684
0,0.240677
0,0.240663
0,0.240654
0,0.240636
0,0.240627
0,0.240606
0,0.240584
0,0.240572
0,0.240547
0,0.240535
0,0.240511
0,0.2405
0,0.24048
0,0.240462
0,0.240454
0,0.240439
0,0.240432
0,0.240421
0,0.240411
0,0.240407
0,0.240401
0,0.240398
0,0.240394
0,0.240391
0,0.24039
0,0.240387
0,0.240385
0,0.240382
0,0.240379
0,0.240377
0,0.240373
0,0.240372
0,0.240367
0,0.240364
0,0.240361
0,0.240357
0,0.240355
0,0.240351
0,0.240349
0,0.240344
0,0.240339
0,0.240337
0,0.240332
0,0.240327
0,0.240324
0,0.240319
0,0.240317
0,0.240312
0,0.240306
0,0.240303
0,0.240298
0,0.240295
0,0.240287
0,0.240282
0,0.240272
0,0.240266
0,0.240252
0,0.240236
0,0.240227
0,0.240209
0,0.240199
0,0.240177
0,0.240154
0,0.240142
0,0.240118
0,0.240107
0,0.240086
0,0.240068
0,0.24006
0,0.240045
0,0.240038
0,0.240026
0,0.240017
0,0.240012
0,0.240005
0,0.240003
0,0.239999
0,0.239998
0,0.239996
0,0.239995
0,0.239992
0,0.23999
0,0.239988
0,0.239986
0,0.239983
0,0.239981
0,0.239978
0,0.239976
0,0.239973
0,0.239971
0,0.239968
0,0.239964
0,0.239962
0,0.239958
0,0.239956
0,0.239952
0,0.23995
0,0.239946
0,0.239943
0,0.239941
0,0.239937
0,0.239932
0,0.23993
0,0.239925
0,0.23992
0,0.239917
0,0.239911
0,0.239903
0,0.239892
0,0.239887
0,0.239873
0,0.239858
0,0.23985
0,0.239832
0,0.239822
0,0.2398
0,0.23979
0,0.239778
0,0.239766
0,0.239753
0,0.239729
0,0.239718
0,0.239697
0,0.239678
0,0.239669
0,0.239654
0,0.239647
0,0.239641
0,0.23963
0,0.239625
0,0.239621
0,0.239613
0,0.23961
0,0.239608
0,0.239605
0,0.239603
0,0.239597
0,0.239594
0,0.239592
0,0.239589
0,0.239583
0,0.23958
0,0.239577
0,0.239572
0,0.239568
0,0.239563
0,0.23956
0,0.239553
0,0.23955
0,0.239544
0,0.239541
0,0.239534
0,0.239531
0,0.239528
0,0.239521
0,0.239518
0,0.239515
0,0.239511
0,0.239508
0,0.239505
0,0.239498
0,0.239494
0,0.23949
0,0.239485
0,0.23948
0,0.239468
0,0.239461
0,0.239447
0,0.239447
0,0.239438
0,0.23942
0,0.239401
0,0.23939
0,0.239368
0,0.239358
0,0.239339
0,0.23933
0,0.239322
0,0.239314
0,0.239301
0,0.239295
0,0.239289
0,0.239279
0,0.239275
0,0.239272
0,0.239266
0,0.239264
0,0.239261
0,0.239261
0,0.239258
0,0.239257
0,0.239255
0,0.239254
0,0.239251
0,0.23925
0,0.239247
0,0.239246
0,0.239244
0,0.239241
0,0.239239
0,0.239238
0,0.239236
0,0.239234
0,0.23923
0,0.239229
0,0.239225
0,0.239223
0,0.239219
0,0.239217
0,0.239213
0,0.239211
0,0.239206
0,0.239202
0,0.239199
0,0.239195
0,0.239193
0,0.239186
0,0.239183
0,0.239174
0,0.239168
0,0.239156
0,0.23915
0,0.239134
0,0.239117
0,0.239108
0,0.239088
0,0.239078
0,0.239055
0,0.239043
0,0.23902
0,0.239009
0,0.238989
0,0.238972
0,0.238964
0,0.238949
0,0.238943
0,0.238932
0,0.238927
0,0.238919
0,0.238915
0,0.23891
0,0.238908
0,0.238905
0,0.238904
0,0.238903
0,0.238901
0,0.2389
0,0.238898
0,0.238896
0,0.238894
0,0.238893
0,0.23889
0,0.238889
0,0.238886
0,0.238882
0,0.238881
0,0.238877
0,0.238876
0,0.238872
0,0.23887
0,0.238867
0,0.238864
0,0.23886
0,0.238856
0,0.238854
0,0.23885
0,0.238847
0,0.238843
0,0.238841
0,0.238836
0,0.238834
0,0.238828
0,0.23882
0,0.238815
0,0.238804
0,0.238797
0,0.238783
0,0.238775
0,0.238758
0,0.23874
0,0.238729
0,0.238708
0,0.238696
0,0.238671
0,0.238659
0,0.238636
0,0.238625
0,0.238606
0,0.238596
0,0.23858
0,0.238566
0,0.238559
0,0.238549
0,0.238543
0,0.238536
0,0.238532
0,0.238527
0,0.238525
0,0.238522
0,0.23852
0,0.238516
0,0.238515
0,0.238511
0,0.238507
0,0.238505
0,0.238501
0,0.238499
0,0.238494
0,0.238492
0,0.238487
0,0.238485
0,0.23848
0,0.238478
0,0.238473
0,0.238468
0,0.238465
0,0.23846
0,0.238457
0,0.238452
0,0.238449
0,0.238444
0,0.238441
0,0.238435
0,0.238432
0,0.238426
0,0.238423
0,0.238417
0,0.238413
0,0.238404
0,0.238393
0,0.238387
0,0.238372
0,0.238364
0,0.238347
0,0.238338
0,0.238318
0,0.238308
0,0.238285
0,0.238273
0,0.23825
0,0.238239
0,0.238219
0,0.238201
0,0.238193
0,0.238178
0,0.238172
0,0.23816
0,0.238156
0,0.238147
0,0.238141
0,0.238138
0,0.238135
0,0.238134
0,0.238133
0,0.238132
0,0.238132
0,0.238131
0,0.23813
0,0.238129
0,0.238128
0,0.238126
0,0.238126
0,0.238124
0,0.238123
0,0.238121
0,0.238119
0,0.238118
0,0.238115
0,0.238114
0,0.238111
0,0.23811
0,0.238106
0,0.238103
0,0.238101
0,0.238098
0,0.238096
0,0.238092
0,0.238091
0,0.238087
0,0.238084
0,0.238081
0,0.238078
0,0.238072
0,0.238064
0,0.238059
0,0.238047
0,0.23804
0,0.238026
0,0.238018
0,0.238
0,0.237991
0,0.23797
0,0.237949
0,0.237937
0,0.237914
0,0.237903
0,0.237884
0,0.237875
0,0.237859
0,0.237851
0,0.237839
0,0.237828
0,0.237823
0,0.237815
0,0.237812
0,0.237807
0,0.237805
0,0.237803
0,0.237802
0,0.2378
0,0.2378
0,0.237798
0,0.237796
0,0.237795
0,0.237793
0,0.237791
0,0.237789
0,0.237788
0,0.237785
0,0.237783
0,0.237781
0,0.237779
0,0.237776
0,0.237772
0,0.23777
0,0.237767
0,0.237765
0,0.237761
0,0.237759
0,0.237755
0,0.237753
0,0.237749
0,0.237746
0,0.237742
0,0.237737
0,0.237735
0,0.237729
0,0.237725
0,0.237716
0,0.237711
0,0.237699
0,0.237692
0,0.237677
0,0.23766
0,0.237651
0,0.237631
0,0.23762
0,0.237598
0,0.237586
0,0.237562
0,0.237541
0,0.237532
0,0.237514
0,0.237506
0,0.237491
0,0.237485
0,0.237474
0,0.237469
0,0.23746
0,0.237454
0,0.237452
0,0.237448
0,0.237447
0,0.237445
0,0.237444
0,0.237442
0,0.23744
0,0.237439
0,0.237436
0,0.237435
0,0.237432
0,0.237431
0,0.237428
0,0.237424
0,0.237423
0,0.237419
0,0.237418
0,0.237414
0,0.237412
0,0.237408
0,0.237404
0,0.237402
0,0.237398
0,0.237396
0,0.237391
0,0.237388
0,0.237384
0,0.237379
0,0.237377
0,0.237372
0,0.237369
0,0.237363
0,0.237359
0,0.23735
0,0.237338
0,0.237332
0,0.237317
0,0.23731
0,0.237292
0,0.237283
0,0.237263
0,0.237241
0,0.237229
0,0.237205
0,0.237193
0,0.237172
0,0.237162
0,0.237144
0,0.237128
0,0.237121
0,0.237108
0,0.237102
0,0.237093
0,0.237089
0,0.237082
0,0.237079
0,0.237076
0,0.237074
0,0.237073
0,0.23707
0,0.237069
0,0.237066
0,0.237065
0,0.237063
0,0.237061
0,0.237058
0,0.237056
0,0.237053
0,0.23705
0,0.237048
0,0.237044
0,0.237042
0,0.237038
0,0.237034
0,0.237032
0,0.237028
0,0.237026
0,0.237021
0,0.237019
0,0.237014
0,0.237012
0,0.237007
0,0.237002
0,0.236999
0,0.236994
0,0.236992
0,0.236985
0,0.236981
0,0.236971
0,0.236966
0,0.236953
0,0.236939
0,0.236931
0,0.236913
0,0.236903
0,0.236883
0,0.236872
0,0.236849
0,0.236837
0,0.236813
0,0.236792
0,0.236782
0,0.236764
0,0.236755
0,0.23674
0,0.236734
0,0.236722
0,0.236712
0,0.236708
0,0.236701
0,0.236698
0,0.236694
0,0.236693
0,0.236691
0,0.23669
0,0.236687
0,0.236685
0,0.236683
0,0.23668
0,0.236679
0,0.236676
0,0.236674
0,0.236671
0,0.236667
0,0.236665
0,0.236663
0,0.236659
0,0.236655
0,0.236653
0,0.236649
0,0.236647
0,0.236642
0,0.23664
0,0.236635
0,0.236631
0,0.236628
0,0.236623
0,0.236621
0,0.236615
0,0.236613
0,0.236607
0,0.236604
0,0.236597
0,0.236587
0,0.236581
0,0.236569
0,0.236562
0,0.236546
0,0.236537
0,0.236519
0,0.236499
0,0.236488
0,0.236465
0,0.236452
0,0.236428
0,0.236417
0,0.236397
0,0.236387
0,0.23637
0,0.236363
0,0.236349
0,0.236342
0,0.236332
0,0.236327
0,0.236319
0,0.236313
0,0.236311
0,0.236308
0,0.236306
0,0.236304
0,0.236303
0,0.2363
0,0.236298
0,0.236296
0,0.236293
0,0.236291
0,0.236288
0,0.236287
0,0.236283
0,0.236281
0,0.236277
0,0.236274
0,0.236271
0,0.236267
0,0.236265
0,0.236261
0,0.236258
0,0.236254
0,0.236249
0,0.236247
0,0.236242
0,0.236239
0,0.236234
0,0.236232
0,0.236226
0,0.236221
0,0.236218
0,0.23621
0,0.236206
0,0.236195
0,0.236189
0,0.236175
0,0.236168
0,0.236151
0,0.236132
0,0.236122
0,0.236101
0,0.23609
0,0.236065
0,0.236053
0,0.23603
0,0.23602
0,0.236001
0,0.235992
0,0.235975
0,0.235961
0,0.235955
0,0.235944
0,0.23594
0,0.235932
0,0.235929
0,0.235923
0,0.235922
0,0.235919
0,0.235918
0,0.235916
0,0.235913
0,0.235912
0,0.235909
0,0.235908
0,0.235904
0,0.235903
0,0.235899
0,0.235896
0,0.235894
0,0.23589
0,0.235888
0,0.235884
0,0.235882
0,0.235878
0,0.235874
0,0.235871
0,0.235867
0,0.235864
0,0.235859
0,0.235857
0,0.235852
0,0.235849
0,0.235844
0,0.235839
0,0.235837
0,0.23583
0,0.235826
0,0.235816
0,0.235811
0,0.235798
0,0.235791
0,0.235775
0,0.235758
0,0.235748
0,0.235728
0,0.235717
0,0.235693
0,0.235681
0,0.235657
0,0.235636
0,0.235626
0,0.235608
0,0.235599
0,0.235584
0,0.235578
0,0.235566
0,0.23556
0,0.235552
0,0.235545
0,0.235542
0,0.235538
0,0.235537
0,0.235535
0,0.235533
0,0.235531
0,0.235529
0,0.235527
0,0.235525
0,0.235522
0,0.235521
0,0.235517
0,0.235514
0,0.235512
0,0.235508
0,0.235507
0,0.235503
0,0.235501
0,0.235497
0,0.235495
0,0.23549
0,0.235486
0,0.235483
0,0.235478
0,0.235476
0,0.235471
0,0.235466
0,0.235464
0,0.235459
0,0.235456
0,0.23545
0,0.235447
0,0.23544
0,0.235435
0,0.235425
0,0.235412
0,0.235405
0,0.235389
0,0.235381
0,0.235362
0,0.235352
0,0.23533
0,0.235319
0,0.235295
0,0.235271
0,0.23526
0,0.235239
0,0.23523
0,0.235212
0,0.235205
0,0.235191
0,0.235184
0,0.235174
0,0.235164
0,0.235161
0,0.235155
0,0.235153
0,0.235149
0,0.235148
0,0.235146
0,0.235144
0,0.235142
0,0.235139
0,0.235138
0,0.235134
0,0.235133
0,0.23513
0,0.235128
0,0.235125
0,0.235122
0,0.235119
0,0.235115
0,0.235112
0,0.235108
0,0.235106
0,0.235102
0,0.2351
0,0.235095
0,0.23509
0,0.235088
0,0.235083
0,0.23508
0,0.235075
0,0.235073
0,0.235067
0,0.235064
0,0.235058
0,0.235054
0,0.235044
0,0.235033
0,0.235026
0,0.235011
0,0.235003
0,0.234985
0,0.234976
0,0.234956
0,0.234933
0,0.234921
0,0.234897
0,0.234884
0,0.23486
0,0.234839
0,0.234829
0,0.234811
0,0.234803
0,0.234788
0,0.234782
0,0.23477
0,0.23476
0,0.234756
0,0.23475
0,0.234745
0,0.234743
0,0.234741
0,0.234738
0,0.234736
0,0.234733
0,0.234731
0,0.234727
0,0.234725
0,0.234722
0,0.234719
0,0.234716
0,0.234714
0,0.234712
0,0.234707
0,0.234705
0,0.234701
0,0.234696
0,0.234694
0,0.234689
0,0.234686
0,0.234684
0,0.234679
0,0.234676
0,0.234671
0,0.234665
0,0.234663
0,0.234657
0,0.234654
0,0.234648
0,0.234645
0,0.234637
0,0.234633
0,0.234628
0,0.234615
0,0.234602
0,0.234594
0,0.234577
0,0.234568
0,0.234548
0,0.234537
0,0.234514
0,0.234503
0,0.234479
0,0.234469
0,0.234449
0,0.23444
0,0.234423
0,0.234409
0,0.234402
0,0.234391
0,0.234386
0,0.234378
0,0.234371
0,0.234369
0,0.234366
0,0.234365
0,0.234363
0,0.234361
0,0.23436
0,0.234358
0,0.234357
0,0.234354
0,0.234352
0,0.23435
0,0.234348
0,0.234346
0,0.234343
0,0.23434
0,0.234338
0,0.234335
0,0.234331
0,0.234329
0,0.234325
0,0.234321
0,0.234319
0,0.234314
0,0.23431
0,0.234308
0,0.234303
0,0.234301
0,0.234296
0,0.234291
0,0.234286
0,0.234283
0,0.234277
0,0.234269
0,0.234264
0,0.234252
0,0.234246
0,0.234231
0,0.234224
0,0.234206
0,0.234187
0,0.234176
0,0.234154
0,0.234143
0,0.234118
0,0.234093
0,0.234082
0,0.234061
0,0.234051
0,0.234033
0,0.234018
0,0.234011
0,0.233998
0,0.233993
0,0.233983
0,0.233976
0,0.233973
0,0.233969
0,0.233967
0,0.233964
0,0.233961
0,0.23396
0,0.233957
0,0.233955
0,0.233951
0,0.233949
0,0.233946
0,0.233942
0,0.23394
0,0.233936
0,0.233934
0,0.23393
0,0.233926
0,0.233923
0,0.233919
0,0.233916
0,0.233912
0,0.233909
0,0.233904
0,0.233899
0,0.233896
0,0.233891
0,0.233888
0,0.233883
0,0.23388
0,0.233875
0,0.233869
0,0.233865
0,0.233856
0,0.233851
0,0.233839
0,0.233832
0,0.233817
0,0.2338
0,0.233791
0,0.233772
0,0.233761
0,0.233738
0,0.233727
0,0.233701
0,0.233676
0,0.233665
0,0.233643
0,0.233633
0,0.233615
0,0.233607
0,0.233592
0,0.233579
0,0.233574
0,0.233564
0,0.233556
0,0.233553
0,0.233548
0,0.233545
0,0.233544
0,0.233542
0,0.233541
0,0.233539
0,0.233536
0,0.233535
0,0.233532
0,0.23353
0,0.233527
0,0.233526
0,0.233522
0,0.23352
0,0.233517
0,0.233513
0,0.233511
0,0.233508
0,0.233505
0,0.233501
0,0.233499
0,0.233495
0,0.23349
0,0.233488
0,0.233483
0,0.233481
0,0.233476
0,0.233474
0,0.233468
0,0.233463
0,0.23346
0,0.233453
0,0.233448
0,0.233438
0,0.233432
0,0.233418
0,0.233403
0,0.233395
0,0.233376
0,0.233366
0,0.233345
0,0.233322
0,0.23331
0,0.233286
0,0.233265
0,0.233255
0,0.233237
0,0.233229
0,0.233214
0,0.233202
0,0.233196
0,0.233186
0,0.233182
0,0.233175
0,0.233171
0,0.233169
0,0.233167
0,0.233167
0,0.233166
0,0.233165
0,0.233163
0,0.233163
0,0.233161
0,0.233159
0,0.233158
0,0.233156
0,0.233155
0,0.233152
0,0.233149
0,0.233148
0,0.233145
0,0.233143
0,0.23314
0,0.233138
0,0.233135
0,0.233133
0,0.233129
0,0.233126
0,0.233124
0,0.23312
0,0.233118
0,0.233114
0,0.233109
0,0.233107
0,0.233102
0,0.2331
0,0.233093
0,0.233089
0,0.233079
0,0.233073
0,0.23306
